,UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NO.OF_INQUIRIES,loan_default,riskcat
18257,633719,70948,119464,60.96,85,17139,86,1936,25-01-95,Salaried,28-10-18,4,272,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
172066,454796,66282,85058,79.95,18,14234,86,2700,3/1/1987,Self employed,22-08-18,4,2389,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
34673,640880,53003,67353,80.17,138,14178,86,3353,1/1/1982,Salaried,30-10-18,9,327,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,22003,26000,26000,0,0,Low Risk
177993,634108,48349,73011,68.48,5,23607,49,3340,12/6/1983,Self employed,28-10-18,9,2475,1,1,1,0,0,0,577,I-Medium Risk,14,8,0,173030,227579,227579,0,0,Medium Risk
36897,623812,52678,79650,67.29,29,16080,86,5903,1/8/1992,Self employed,26-10-18,3,1733,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
178092,550396,48145,63897,76.69,249,21674,45,2140,5/5/1996,Self employed,29-09-18,4,2452,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
66461,637191,55713,70877,80.0,36,23901,86,6553,20-09-91,Self employed,29-10-18,13,837,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
95297,435663,54759,63161,88.66,136,14070,86,3756,4/11/1977,Salaried,13-08-18,8,885,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
16061,603528,62713,79363,81.27,18,13968,45,2731,25-03-74,Self employed,23-10-18,4,78,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
103049,491949,37959,55636,75.49,74,16633,45,2608,1/1/1987,Self employed,6/9/2018,4,1493,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,10400,120000,120000,0,0,High Risk
2911,437806,50344,68966,75.79,36,15372,45,6536,1/12/1989,Salaried,14-08-18,13,1396,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
221681,633669,34979,75006,49.06,82,17198,120,4819,15-02-94,Salaried,28-10-18,19,3347,1,1,0,0,0,0,845,A-Very Low Risk,2,0,0,0,0,0,0,0,Low Risk
103475,574919,51362,68440,79.92,78,16803,86,2072,14-01-92,Self employed,13-10-18,4,697,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
91182,465681,55259,73728,75.95,5,14178,86,3386,18-06-88,Self employed,26-08-18,9,1240,1,0,0,1,0,0,694,E-Low Risk,7,3,0,22334,52690,52690,0,0,Low Risk
30838,576323,48803,77039,64.9,13,18149,86,4673,7/1/1996,Salaried,13-10-18,8,906,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
29834,455645,54309,70316,79.64,16,21124,86,2975,4/6/1974,Salaried,22-08-18,14,194,1,1,0,0,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
67820,535955,71317,113977,64.05,103,22728,51,6988,3/8/1997,Self employed,25-09-18,7,1238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0,No History
217123,557641,40264,76725,56.04,8,14854,45,5546,12/11/1996,Self employed,4/10/2018,3,3164,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,15041,25788,25788,1,0,Not Scored
24578,629283,41394,67200,62.5,34,23024,86,992,30-01-69,Self employed,27-10-18,6,246,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
5012,623787,59447,74392,82.67,1,22056,45,4920,5/5/1994,Salaried,26-10-18,3,1745,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
18359,647585,47369,76848,64.29,9,18062,86,5407,2/9/1964,Self employed,31-10-18,3,943,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
150640,632525,49469,64983,79.56,249,23201,86,2211,12/8/1990,Salaried,27-10-18,4,2126,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
228319,616091,53003,63668,84.34,111,20518,45,3188,10/6/1980,Self employed,24-10-18,17,3671,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
41287,504391,47350,66199,75.08,120,23020,49,6935,1/1/1991,Salaried,14-09-18,12,64,1,1,0,0,0,0,706,D-Very Low Risk,2,2,0,4963,60000,59646,0,0,Low Risk
109014,450727,28529,81449,36.83,20,15452,86,6154,4/6/1988,Salaried,20-08-18,5,1834,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,12158,19900,19900,0,0,Low Risk
145125,610628,58259,75130,79.2,2,17904,51,1676,17-11-92,Self employed,24-10-18,4,1555,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
40104,564429,50103,66026,76.94,34,15271,86,981,8/9/1967,Self employed,9/10/2018,6,1400,1,1,0,0,0,0,575,I-Medium Risk,7,4,1,223932,346972,346972,1,0,Medium Risk
124844,636326,52503,69760,76.26,13,14522,51,4607,31-08-87,Salaried,29-10-18,8,1441,1,0,0,0,1,0,300,M-Very High Risk,10,8,3,528285,1232419,1232419,0,0,High Risk
144826,602701,40694,67320,62.83,10,18471,48,5706,1/1/1975,Self employed,22-10-18,3,1831,1,1,0,0,0,0,619,H-Medium Risk,2,2,1,25736,100000,50885,0,0,Medium Risk
23754,602899,66582,85583,79.1,48,17827,86,6296,1/1/1977,Self employed,23-10-18,5,1421,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
203678,516789,77679,109238,72.32,138,18356,51,3373,14-09-95,Salaried,19-09-18,9,2779,1,1,0,0,1,0,710,D-Very Low Risk,2,2,0,280158,239998,239998,0,0,Low Risk
172321,470206,60713,84000,73.81,136,17783,86,3821,24-04-93,Salaried,28-08-18,8,2302,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
223897,590734,55859,65931,86.91,15,14710,86,302,14-09-65,Salaried,20-10-18,11,3315,1,1,0,0,0,0,738,C-Very Low Risk,4,1,0,4680,12490,12490,0,0,Low Risk
66248,558156,69217,95285,74.93,36,23480,51,6595,1/1/1995,Self employed,5/10/2018,13,1602,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
162820,623111,50303,69510,74.81,136,14028,48,3696,31-07-77,Salaried,26-10-18,8,2177,1,1,0,0,0,0,658,F-Low Risk,7,2,0,112360,107000,107000,0,0,Low Risk
44049,512268,49303,76794,66.41,11,15893,86,5945,1/1/1972,Self employed,17-09-18,3,1261,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
205911,609655,57559,70000,83.29,69,17732,86,4058,5/5/1989,Salaried,24-10-18,8,2804,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
52190,459345,51303,62912,83.93,67,22744,86,1498,1/1/1981,Self employed,23-08-18,6,1598,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
212442,438821,57013,69585,84.79,16,14305,86,2972,17-02-91,Salaried,14-08-18,14,2978,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
227241,626886,57413,75060,78.6,130,15218,86,1010,1/6/1973,Salaried,26-10-18,6,3464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
45074,646191,46349,73305,65.48,146,17921,86,2983,25-03-82,Salaried,31-10-18,14,594,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
197774,480032,57513,67000,88.06,2,24342,86,2373,16-07-84,Self employed,31-08-18,4,2763,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
100106,504394,34739,46500,78.49,147,17742,45,2782,1/1/1992,Salaried,14-09-18,2,1567,1,1,0,0,0,0,554,J-High Risk,1,1,0,204922,161700,161700,0,0,High Risk
131636,434064,56159,69534,86.29,159,23137,86,7185,1/1/1966,Self employed,11/8/2018,7,1096,1,0,0,1,0,0,562,J-High Risk,2,1,1,1199,80000,1401,0,0,High Risk
82831,492164,56759,64989,89.25,79,17413,86,743,6/3/1988,Salaried,6/9/2018,18,337,1,1,0,0,0,0,763,B-Very Low Risk,4,2,0,1406664,1416672,1416672,2,0,Low Risk
211962,470165,51378,59308,89.03,15,23459,45,295,3/10/1992,Salaried,28-08-18,11,3012,1,1,1,0,0,0,707,D-Very Low Risk,14,10,0,18380,116672,67261,0,1,Low Risk
147855,469740,57259,70975,81.72,146,22004,45,2957,1/1/1988,Self employed,28-08-18,14,1887,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
143881,523467,73317,103789,72.26,10,16486,51,5696,1/1/1989,Self employed,20-09-18,3,469,1,0,0,1,1,0,845,A-Very Low Risk,1,0,0,0,0,0,0,1,Low Risk
96415,592433,43794,69378,64.86,3,13948,86,88,9/9/1993,Self employed,20-10-18,1,483,1,1,0,0,0,0,567,J-High Risk,19,10,0,465954,553464,552711,2,0,High Risk
56304,459312,55259,65491,85.51,16,21003,86,2944,17-07-73,Self employed,23-08-18,14,869,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
48751,618970,64982,76000,87.63,135,23313,86,1800,1/6/1978,Self employed,25-10-18,4,90,1,1,0,0,0,0,701,E-Low Risk,4,1,0,234,0,0,0,0,Low Risk
34251,534192,72816,101800,73.67,152,14557,120,5199,1/1/1986,Self employed,25-09-18,3,575,1,1,0,0,0,0,482,K-High Risk,1,0,1,0,0,0,0,0,High Risk
185931,625739,61313,78970,79.9,1,22285,49,4906,2/4/1992,Self employed,26-10-18,3,2491,1,1,0,0,0,0,810,A-Very Low Risk,3,2,0,589,155000,45588,0,0,Low Risk
28981,471946,55513,67190,84.83,18,14234,86,2740,6/6/1981,Self employed,29-08-18,4,415,1,0,0,1,0,0,726,D-Very Low Risk,11,2,0,6845,24000,24000,0,0,Low Risk
86983,636732,66069,137470,50.92,11,23228,48,5950,2/4/1988,Self employed,29-10-18,3,1900,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
37501,556347,61447,98500,63.96,2,15082,48,2376,13-06-79,Salaried,3/10/2018,4,1195,1,1,1,0,0,0,785,B-Very Low Risk,7,5,0,679314,1110193,984042,0,0,Low Risk
11694,591761,50303,58400,87.33,153,18258,45,373,4/5/1969,Self employed,20-10-18,11,1331,1,1,0,0,0,0,616,H-Medium Risk,5,3,0,1242029,1534272,1534272,0,0,Medium Risk
69553,641909,68372,87497,79.99,2,18451,86,1730,3/4/1984,Salaried,30-10-18,4,1440,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
103893,438392,42993,64543,69.41,65,15077,86,6782,27-08-78,Self employed,14-08-18,13,1127,1,0,0,1,0,0,825,A-Very Low Risk,13,0,0,0,0,0,4,0,Low Risk
62793,484921,72817,109660,68.39,11,23126,48,5946,10/3/1988,Self employed,31-08-18,3,1172,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
184590,418826,53249,64100,88.92,5,14178,86,3334,5/5/1994,Salaried,1/8/2018,9,2575,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
146557,613331,59947,137030,45.25,11,13913,48,5939,23-07-86,Self employed,24-10-18,3,1197,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
42031,606592,50057,66383,78.79,19,23213,45,1895,13-06-69,Self employed,23-10-18,4,93,1,1,0,0,0,0,717,D-Very Low Risk,2,1,0,140829,400000,400000,0,0,Low Risk
201762,629531,61213,86467,72.86,103,21097,49,6996,1/1/1982,Self employed,27-10-18,7,2863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
174819,451672,85820,143634,62.66,20,23945,49,6329,1/1/1983,Self employed,21-08-18,5,2393,1,0,0,1,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,1,Low Risk
219250,533875,51723,91479,59.03,120,23452,48,6929,1/1/1983,Self employed,25-09-18,12,3132,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
158366,555461,81686,112410,74.73,255,23494,51,5841,1/1/1965,Self employed,3/10/2018,3,2079,1,1,0,0,0,0,654,F-Low Risk,2,1,0,62201,100000,100000,0,0,Low Risk
187580,559586,45845,59604,79.69,10,23509,51,5692,13-08-94,Self employed,6/10/2018,3,2587,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
112857,482578,42324,62275,73.87,104,20690,86,7125,1/1/1995,Salaried,31-08-18,10,1279,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,46000,46000,46000,0,0,Not Scored
34698,466125,51303,61830,85.72,5,14178,86,3386,6/5/1984,Salaried,27-08-18,9,327,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
149175,425831,56259,65500,88.55,16,16445,86,2946,1/1/1976,Salaried,7/8/2018,14,1927,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
198228,503048,52078,74846,72.15,152,14011,45,5059,12/4/1990,Self employed,12/9/2018,3,2788,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
220051,483139,38089,58466,68.42,61,15897,45,1307,1/6/1987,Self employed,31-08-18,6,3205,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,307128,316000,316000,0,0,Not Scored
58681,610753,47549,57817,84.75,160,14081,45,19,1/10/1975,Salaried,24-10-18,1,549,1,0,0,1,0,0,438,K-High Risk,1,0,1,0,0,0,0,0,High Risk
49910,431181,44136,78287,58.49,65,16166,48,6814,1/1/1975,Self employed,10/8/2018,13,1783,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
48229,570898,52578,69907,76.53,48,21478,86,6304,1/1/1978,Self employed,12/10/2018,5,438,1,0,0,1,0,0,615,H-Medium Risk,2,0,0,0,0,0,0,1,Medium Risk
58196,557274,46049,68205,68.91,36,22288,45,6558,1/1/1995,Self employed,4/10/2018,13,724,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
72128,565462,52535,73293,76.0,2,14716,86,1601,16-11-88,Salaried,9/10/2018,4,1577,1,1,0,0,0,0,615,H-Medium Risk,1,0,0,0,0,0,0,0,Medium Risk
57678,541355,52378,63844,84.58,61,15897,45,1377,1/6/1977,Salaried,27-09-18,6,316,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
103286,437737,53713,67600,81.66,2,15097,86,2391,1/6/1959,Salaried,14-08-18,4,1514,1,1,0,0,0,0,714,D-Very Low Risk,2,1,0,675000,900000,900000,0,0,Low Risk
139764,491813,61747,70897,89.99,61,18207,86,1318,1/1/1981,Self employed,6/9/2018,6,976,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
75540,598268,65382,75357,88.91,19,22752,86,1877,10/10/1977,Salaried,22-10-18,4,1148,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
71261,472129,69317,86500,82.08,2,22699,86,2394,16-11-91,Salaried,29-08-18,4,294,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
164258,603298,65582,74719,89.27,77,18429,86,2340,30-08-88,Salaried,23-10-18,4,2197,1,1,0,0,0,0,617,H-Medium Risk,3,3,0,34270,77800,77800,0,0,Medium Risk
71526,571493,55159,62256,89.79,160,21773,86,82,8/8/1988,Salaried,12/10/2018,1,692,1,0,1,0,0,0,569,J-High Risk,5,4,0,30927,56472,56472,0,0,High Risk
117075,552896,56959,64870,89.87,67,17901,45,1450,1/1/1993,Salaried,30-09-18,6,867,1,0,0,1,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,7430,10961,10961,0,0,Not Scored
197050,447067,45389,66665,72.0,103,23224,45,7255,1/1/1995,Self employed,18-08-18,7,2885,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
171282,542524,66382,72060,93.67,2,24487,86,1649,28-11-96,Salaried,27-09-18,4,2385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0,No History
9162,619995,50478,68410,76.01,67,21308,86,1436,30-08-90,Salaried,25-10-18,6,1791,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
30584,504701,66882,114847,60.08,11,22976,51,5944,14-04-96,Self employed,14-09-18,3,625,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
2833,519767,36439,70868,53.62,36,15077,86,6517,30-08-93,Salaried,19-09-18,13,1387,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
110752,452037,35705,62471,59.23,61,16505,86,1323,23-06-75,Salaried,21-08-18,6,1415,1,1,0,0,0,0,803,B-Very Low Risk,25,8,0,1607750,2944934,2486981,0,0,Low Risk
3903,562023,47288,72716,69.45,147,17223,86,2786,22-10-59,Salaried,8/10/2018,2,45,1,1,0,0,0,0,651,F-Low Risk,13,10,1,296677,639821,642423,1,0,Low Risk
167142,538139,51803,66660,79.51,159,23137,86,7186,5/2/1977,Self employed,26-09-18,7,2261,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
202775,585669,94199,162455,59.09,136,18155,48,3846,5/4/2000,,17-10-18,8,2880,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
39932,421832,69523,86429,82.61,19,21264,86,1838,13-07-87,Salaried,4/8/2018,4,322,1,1,0,0,0,0,678,F-Low Risk,27,14,0,4713495,4902753,4925505,2,0,Low Risk
122163,616371,61147,69938,89.65,250,23098,45,1523,1/1/1984,Salaried,25-10-18,6,1045,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
210971,493485,37664,71003,57.74,74,17113,86,2578,12/7/1985,Salaried,6/9/2018,4,2980,1,1,0,0,0,0,305,L-Very High Risk,1,0,0,0,0,0,0,0,High Risk
146326,479095,70952,97500,74.87,10,23555,51,5701,17-05-92,Self employed,30-08-18,3,1309,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
100005,510457,51723,75747,71.29,7,24516,49,5804,9/4/1999,,16-09-18,3,1131,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
22055,491318,48603,73438,68.49,19,21435,86,1848,17-03-90,Salaried,5/9/2018,4,558,1,1,0,0,0,0,815,A-Very Low Risk,3,2,0,12309,104635,40891,0,0,Low Risk
22347,539798,46349,71165,67.45,19,22857,86,1896,5/6/1984,Self employed,26-09-18,4,1653,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,1,Low Risk
229869,653657,56459,76025,78.92,84,17560,86,2938,20-11-80,Self employed,31-10-18,21,3557,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,60000,60000,60000,0,0,Not Scored
199752,608842,55539,74580,76.13,14,24143,51,605,1/1/1987,Self employed,23-10-18,15,2749,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
118757,611674,44845,63194,73.9,74,16633,45,2578,1/1/1982,Self employed,24-10-18,4,425,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
94966,426147,50303,64960,80.05,3,22945,86,87,15-11-94,Salaried,7/8/2018,1,1726,1,1,1,0,0,0,651,F-Low Risk,8,6,0,145139,176979,178659,2,0,Low Risk
64279,603895,60947,84508,74.55,152,23134,49,4983,22-12-81,Self employed,23-10-18,3,912,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
131608,606843,63713,82019,79.25,159,23137,86,7186,14-06-74,Self employed,23-10-18,7,1096,1,1,0,0,0,0,721,D-Very Low Risk,2,1,0,91448,176000,176000,0,0,Low Risk
203713,596291,52478,64385,83.87,67,18129,45,1507,1/1/1976,Salaried,21-10-18,6,2766,1,1,0,0,0,0,825,A-Very Low Risk,3,0,0,0,0,0,0,1,Low Risk
156723,450384,51303,65320,81.14,79,21556,45,770,1/1/1986,Salaried,20-08-18,18,2058,1,0,0,1,0,0,623,H-Medium Risk,4,4,0,23806,75053,75053,0,0,Medium Risk
178520,586761,59947,69933,87.23,68,23638,120,854,22-01-94,Self employed,18-10-18,6,2396,1,1,0,0,0,0,683,E-Low Risk,5,2,1,787966,845000,845000,0,1,Low Risk
165022,444749,40894,69168,60.72,18,15503,120,2702,5/5/1972,Self employed,17-08-18,4,2171,1,1,0,0,0,0,300,M-Very High Risk,5,3,2,426521,620000,620000,0,0,High Risk
190802,430284,40394,70249,59.79,159,23266,86,7216,15-08-93,Self employed,10/8/2018,7,2637,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
209304,496033,65282,75000,89.87,43,24247,86,4596,7/5/1977,Self employed,8/9/2018,8,3142,1,0,0,0,1,0,667,F-Low Risk,6,2,0,158182,215000,200000,0,1,Low Risk
144028,482485,54759,64008,87.49,15,14336,86,293,1/1/1969,Salaried,31-08-18,11,1860,1,1,0,0,0,0,785,B-Very Low Risk,4,0,0,0,0,0,0,0,Low Risk
140909,506912,45020,98671,47.3,36,24216,48,6748,31-12-92,Self employed,14-09-18,13,1122,1,0,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
205530,635535,61863,71743,88.93,121,21043,86,3662,14-04-68,Self employed,29-10-18,9,2861,1,1,0,0,0,0,825,A-Very Low Risk,3,1,1,574093,743000,743000,0,0,Low Risk
67076,559291,50183,71978,75.02,5,14293,86,3353,15-11-93,Salaried,6/10/2018,9,559,1,1,0,0,0,0,702,E-Low Risk,19,9,1,129621,398224,416477,0,0,Low Risk
85143,482498,53303,64631,83.55,17,20335,86,3271,4/9/1962,,31-08-18,17,1354,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
189036,622986,34939,76398,47.12,5,14145,86,3342,28-01-90,Salaried,26-10-18,9,2685,1,1,0,0,0,0,749,C-Very Low Risk,2,1,0,5248,12850,12850,0,0,Low Risk
35882,525393,43894,69123,65.1,138,18348,86,3422,1/6/1984,Salaried,21-09-18,9,540,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,1,Low Risk
197361,457273,50703,58535,88.84,67,22703,86,1511,27-04-94,Self employed,22-08-18,6,2652,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
48270,552333,50303,67986,76.49,20,14004,86,6267,10/6/1977,Self employed,30-09-18,5,393,1,1,0,0,0,0,738,C-Very Low Risk,26,3,0,72522,95900,95900,1,0,Low Risk
58424,653266,54819,67519,85.0,63,18050,86,7085,1/1/1966,Self employed,31-10-18,10,876,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
66941,495944,45349,56570,83.08,63,16067,45,7119,5/3/1983,Salaried,8/9/2018,10,360,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
220227,591950,56013,113530,51.09,7,23091,51,5858,5/3/1993,Self employed,20-10-18,3,3152,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
41358,470906,46349,56086,85.58,42,23153,45,5627,12/4/1972,Self employed,28-08-18,3,917,1,1,0,0,0,0,795,B-Very Low Risk,4,4,0,2201205,2605000,2605862,0,0,Low Risk
149911,464954,65169,93210,70.81,35,15861,48,3886,13-05-92,Salaried,25-08-18,8,1886,1,1,0,0,0,0,694,E-Low Risk,2,1,0,147413,154000,154000,0,0,Low Risk
101011,420382,39394,63799,64.26,19,22972,86,1923,1/1/1990,Salaried,3/8/2018,4,957,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
83965,432452,50203,58600,88.57,73,22853,45,272,1/1/1983,Self employed,11/8/2018,11,1098,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
23933,624230,49803,85583,59.01,48,21883,86,6295,4/5/1992,Self employed,26-10-18,5,1421,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
140272,535113,55759,80755,71.2,104,20391,120,7126,20-07-77,Self employed,25-09-18,10,531,1,1,0,0,0,0,613,H-Medium Risk,6,2,0,510580,270000,270000,0,0,Medium Risk
127374,518489,44394,70000,64.29,2,23170,86,1649,20-01-92,Salaried,19-09-18,4,1302,1,1,0,0,0,0,708,D-Very Low Risk,5,2,0,10863,29499,29499,0,0,Low Risk
86156,429287,57587,69843,88.77,162,18077,86,1880,10/2/1986,Self employed,9/8/2018,4,1083,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,3,2,0,12154,20244,20244,2,0,Not Scored
183630,469288,58963,70761,88.89,79,17507,45,738,27-04-86,Salaried,28-08-18,18,2471,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,5051,11787,11787,1,0,Low Risk
161429,555251,43794,60205,74.74,67,17170,48,1450,1/1/1991,Salaried,3/10/2018,6,2152,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
225740,613840,67182,88692,78.92,5,18655,120,3371,1/7/1978,Self employed,24-10-18,9,3500,1,1,0,0,0,0,487,K-High Risk,10,7,1,393852,459187,463503,0,0,High Risk
207221,639664,38591,62700,63.4,259,23863,45,217,27-08-97,Self employed,30-10-18,16,2841,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
130566,584402,48349,62421,78.5,202,23318,45,789,10/1/1988,Salaried,17-10-18,18,992,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
21446,605468,70817,107087,67.24,11,23830,51,5966,16-03-94,Self employed,23-10-18,3,1761,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
179061,623790,51812,66000,79.9,43,15564,51,3949,7/1/1986,Salaried,26-10-18,8,2528,1,1,0,0,0,0,719,D-Very Low Risk,21,5,0,132129,185890,185890,0,0,Low Risk
185847,458694,39100,47586,84.48,15,22317,45,293,13-09-88,Salaried,23-08-18,11,2446,1,1,0,0,0,0,733,D-Very Low Risk,6,1,0,1664,19990,19990,0,0,Low Risk
84589,464972,58259,74000,79.73,2,22684,51,1715,31-12-87,Salaried,25-08-18,4,225,1,1,0,0,0,0,721,D-Very Low Risk,8,8,0,808571,883013,883013,0,0,Low Risk
2083,456694,43394,62900,71.54,48,17827,86,6261,2/4/1971,Salaried,22-08-18,5,1348,1,0,0,0,1,0,707,D-Very Low Risk,4,2,0,0,32500,32500,0,0,Low Risk
51777,641629,69817,97786,72.61,77,21772,86,2311,11/8/1997,Salaried,30-10-18,4,420,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
129239,422454,53282,65000,83.51,2,22917,86,1677,26-04-88,Salaried,6/8/2018,4,160,1,1,0,0,0,0,708,D-Very Low Risk,6,3,1,20508,30232,30232,0,0,Low Risk
